Mes,Estacao,Trecho,Sentido,Trecho macro,Tipo De Pistas,Numero de Pistas,Tipo de Pavimento,Numero de Faixas,Velocidade Maxima,Tipo da Chuva,Intervencao,Vazamento,Agua?,Vegetacao Baixa?,capimAlto,Arbustos,Floresta,Local,Com filhotes?,Faixa Horario da Coleta,Faixa de Quilometragem,mamifero mais atropelado
9,Inverno,4,JF,Serra,Sem divisão,1,Pavimento semi-flexível,2,70,Sem chuva,não,sim,não,não,não,não,sim,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,0
9,Inverno,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,sim,não,não,não,não,sim,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,0
9,Inverno,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,sim,não,não,não,não,sim,Acostamento,não,Entre 06 e 12,Entre 75 e 100,0
9,Inverno,3,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,sim,não,sim,não,não,sim,Acostamento,não,Entre 06 e 12,Entre 75 e 100,0
9,Inverno,3,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,sim,sim,não,não,não,sim,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,0
9,Inverno,2,RJ,Baixada,Barreira rígida (New Jersey),4,Pavimento flexível (asfalto),8,110,Sem chuva,não,sim,não,sim,não,não,não,Acostamento,não,Entre 06 e 12,Entre 100 e 125,0
9,Inverno,14,JF,Planalto,Sem divisão,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,sim,Pista de rolamento,não,Entre 12 e 18,Entre 800 e 825,0
9,Inverno,8,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Acostamento,não,Entre 12 e 18,Entre 50 e 75,0
9,Inverno,5,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,110,Sem chuva,não,não,não,não,não,não,sim,Acostamento,não,Entre 06 e 12,Entre 75 e 100,0
9,Inverno,5,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,não,não,não,sim,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,1
9,Inverno,3,RJ,Serra,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,70,Sem chuva,sim,não,não,não,não,não,sim,Pista de rolamento,não,Entre 06 e 12,Entre 100 e 125,0
9,Inverno,18,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento semi-flexível,4,110,Sem chuva,não,sim,não,sim,sim,não,não,Acostamento,não,Entre 12 e 18,Entre 750 e 775,0
9,Inverno,18,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,sim,sim,não,não,sim,Acostamento,não,Entre 12 e 18,Entre 775 e 800,0
9,Inverno,11,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,não,sim,não,não,não,Acostamento,não,Entre 12 e 18,Entre 0 e 25,0
9,Inverno,11,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Acostamento,não,Entre 12 e 18,Entre 0 e 25,0
9,Inverno,7,RJ,Planalto,Defensa Metálica,4,Pavimento flexível (asfalto),6,110,Sem chuva,não,sim,sim,sim,não,não,sim,Acostamento,não,Entre 12 e 18,Entre 50 e 75,0
9,Inverno,7,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,sim,sim,sim,não,não,Acostamento,não,Entre 06 e 12,Entre 50 e 75,0
9,Inverno,12,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,não,Acostamento,não,Entre 12 e 18,Entre 0 e 25,0
9,Inverno,12,RJ,Planalto,Defensa Metálica,2,Pavimento semi-flexível,4,110,Sem chuva,não,sim,não,sim,não,não,não,Acostamento,não,Entre 06 e 12,Entre 0 e 25,0
9,Inverno,12,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,não,Pista de rolamento,não,Entre 06 e 12,Entre 0 e 25,0
9,Inverno,12,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,não,Acostamento,não,Entre 06 e 12,Entre 0 e 25,0
9,Inverno,10,JF,Planalto,Canteiro divisório,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Pista de rolamento,não,Entre 06 e 12,Entre 25 e 50,0
9,Inverno,4,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,não,não,não,sim,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,0
9,Inverno,4,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,não,não,não,sim,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,0
9,Inverno,3,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,não,não,não,sim,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,1
9,Inverno,3,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,não,não,não,sim,Pista de rolamento,sim,Entre 06 e 12,Entre 75 e 100,1
9,Inverno,3,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,sim,não,não,sim,não,sim,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,1
9,Inverno,3,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,não,não,não,sim,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,1
9,Inverno,3,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,não,não,não,sim,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,1
9,Inverno,3,JF,Serra,Sem divisão,1,Pavimento semi-flexível,2,70,Sem chuva,sim,sim,não,não,sim,não,sim,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,1
9,Inverno,3,JF,Serra,Sem divisão,1,Pavimento semi-flexível,2,70,Chuva fina,sim,sim,não,não,sim,não,sim,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,1
9,Inverno,3,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,sim,não,não,não,sim,Acostamento,não,Entre 12 e 18,Entre 75 e 100,1
9,Inverno,3,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,sim,não,não,não,sim,Acostamento,não,Entre 12 e 18,Entre 75 e 100,1
9,Inverno,3,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,sim,não,não,não,sim,Acostamento,não,Entre 12 e 18,Entre 75 e 100,1
9,Inverno,3,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Chuva fina,sim,não,sim,não,não,não,sim,Acostamento,não,Entre 12 e 18,Entre 75 e 100,1
9,Inverno,3,RJ,Serra,Sem divisão,1,Pavimento semi-flexível,2,70,Sem chuva,sim,não,sim,não,não,não,sim,Acostamento,não,Entre 12 e 18,Entre 75 e 100,1
9,Inverno,3,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,sim,não,não,não,sim,Acostamento,não,Entre 12 e 18,Entre 75 e 100,1
9,Inverno,3,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,sim,não,não,não,sim,Acostamento,não,Entre 12 e 18,Entre 75 e 100,1
9,Inverno,3,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,não,não,não,sim,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,0
9,Inverno,3,RJ,Serra,Sem divisão,1,Pavimento semi-flexível,2,70,Sem chuva,sim,não,não,não,não,não,sim,Pista de rolamento,não,Entre 06 e 12,Entre 100 e 125,1
9,Inverno,14,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Pista de rolamento,não,Entre 06 e 12,Entre 800 e 825,0
9,Inverno,8,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,não,sim,não,sim,Acostamento,não,Entre 12 e 18,Entre 25 e 50,0
9,Inverno,7,RJ,Planalto,Canteiro divisório,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,sim,Acostamento,não,Entre 12 e 18,Entre 50 e 75,0
9,Inverno,5,RJ,Serra,Defensa Metálica,1,Pavimento flexível (asfalto),2,90,Sem chuva,não,não,não,não,não,não,sim,Acostamento,não,Entre 12 e 18,Entre 75 e 100,0
9,Inverno,4,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,não,não,não,sim,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,1
9,Inverno,4,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,sim,não,não,não,sim,Acostamento,não,Entre 06 e 12,Entre 75 e 100,0
9,Inverno,3,RJ,Baixada,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),5,90,Sem chuva,não,não,não,não,sim,sim,não,Pista de rolamento,não,Entre 06 e 12,Entre 100 e 125,0
9,Inverno,10,JF,Planalto,Defensa Metálica,1,Pavimento flexível (asfalto),2,110,Sem chuva,não,não,não,sim,não,não,não,Pista de rolamento,não,Entre 00 e 06,Entre 25 e 50,0
9,Inverno,13,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,não,não,Pista de rolamento,não,Entre 06 e 12,Entre 0 e 25,0
9,Inverno,11,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,não,Acostamento,não,Entre 06 e 12,Entre 0 e 25,0
9,Inverno,5,RJ,Serra,Canteiro divisório,2,Pavimento flexível (asfalto),4,70,Sem chuva,não,não,não,não,não,não,sim,Pista de rolamento,não,Entre 00 e 06,Entre 75 e 100,0
9,Inverno,4,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,não,não,não,sim,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,0
9,Inverno,4,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,não,não,não,sim,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,1
9,Inverno,3,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,sim,sim,sim,sim,não,sim,Acostamento,não,Entre 06 e 12,Entre 75 e 100,0
9,Inverno,15,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,90,Sem chuva,não,sim,não,sim,não,não,não,Acostamento,não,Entre 12 e 18,Entre 800 e 825,0
9,Inverno,14,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,sim,não,Acostamento,não,Entre 12 e 18,Entre 800 e 825,0
9,Inverno,12,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Acostamento,não,Entre 12 e 18,Entre 0 e 25,0
9,Inverno,11,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,sim,sim,não,não,não,Acostamento,não,Entre 12 e 18,Entre 0 e 25,0
9,Inverno,7,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,sim,não,sim,não,não,sim,Acostamento,não,Entre 12 e 18,Entre 50 e 75,0
9,Inverno,5,JF,Serra,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,não,não,não,sim,sim,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,1
9,Inverno,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,não,não,não,sim,Acostamento,não,Entre 06 e 12,Entre 75 e 100,0
9,Inverno,13,JF,Planalto,Defensa Metálica,2,Pavimento semi-flexível,4,110,Sem chuva,não,não,sim,sim,não,não,não,Acostamento,não,Entre 06 e 12,Entre 0 e 25,0
9,Inverno,13,JF,Planalto,Defensa Metálica,2,Pavimento semi-flexível,4,110,Sem chuva,não,não,sim,sim,não,não,não,Acostamento,não,Entre 06 e 12,Entre 0 e 25,0
9,Inverno,10,RJ,Planalto,Defensa Metálica,2,Pavimento semi-flexível,4,110,Sem chuva,não,não,sim,não,sim,não,sim,Acostamento,não,Entre 12 e 18,Entre 25 e 50,0
9,Inverno,9,RJ,Planalto,Defensa Metálica,2,Pavimento semi-flexível,4,110,Sem chuva,não,sim,sim,não,sim,sim,não,Acostamento,não,Entre 12 e 18,Entre 25 e 50,0
9,Inverno,9,RJ,Planalto,Defensa Metálica,2,Pavimento semi-flexível,4,110,Sem chuva,não,sim,não,não,sim,sim,não,Acostamento,não,Entre 12 e 18,Entre 25 e 50,0
9,Inverno,9,JF,Planalto,Defensa Metálica,2,Pavimento semi-flexível,4,110,Sem chuva,não,não,não,sim,sim,não,sim,Acostamento,não,Entre 06 e 12,Entre 25 e 50,0
9,Inverno,8,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,sim,não,sim,Acostamento,não,Entre 06 e 12,Entre 25 e 50,0
9,Inverno,8,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,não,sim,Acostamento,não,Entre 12 e 18,Entre 25 e 50,0
9,Inverno,7,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,sim,não,sim,Acostamento,não,Entre 06 e 12,Entre 50 e 75,0
9,Inverno,6,RJ,Planalto,Sem divisão,1,Pavimento flexível (asfalto),2,110,Sem chuva,não,não,não,não,não,não,sim,Acostamento,não,Entre 06 e 12,Entre 50 e 75,0
9,Inverno,5,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,não,não,não,sim,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,1
9,Inverno,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,não,não,não,sim,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,0
9,Inverno,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,não,não,não,sim,Acostamento,não,Entre 06 e 12,Entre 75 e 100,0
9,Inverno,3,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,sim,não,não,não,sim,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,0
9,Inverno,14,RJ,Planalto,Defensa Metálica,2,Pavimento semi-flexível,4,110,Sem chuva,não,não,não,não,não,não,sim,Acostamento,não,Entre 12 e 18,Entre 800 e 825,0
9,Inverno,14,RJ,Planalto,Defensa Metálica,2,Pavimento semi-flexível,4,110,Sem chuva,não,não,não,não,não,não,sim,Acostamento,sim,Entre 12 e 18,Entre 800 e 825,0
9,Inverno,14,RJ,Planalto,Defensa Metálica,2,Pavimento semi-flexível,4,110,Sem chuva,não,não,não,não,não,não,sim,Acostamento,não,Entre 12 e 18,Entre 800 e 825,0
9,Inverno,14,RJ,Planalto,Defensa Metálica,2,Pavimento semi-flexível,4,110,Sem chuva,não,não,não,não,não,não,sim,Acostamento,não,Entre 12 e 18,Entre 800 e 825,0
9,Inverno,14,RJ,Planalto,Defensa Metálica,2,Pavimento semi-flexível,4,110,Sem chuva,não,não,não,não,não,não,sim,Acostamento,não,Entre 12 e 18,Entre 800 e 825,0
9,Inverno,11,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,sim,não,não,não,Pista de rolamento,não,Entre 06 e 12,Entre 0 e 25,0
9,Inverno,8,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,70,Sem chuva,sim,sim,não,sim,sim,não,sim,Acostamento,não,Entre 12 e 18,Entre 50 e 75,0
9,Inverno,7,JF,Planalto,Defensa Metálica,4,Pavimento flexível (asfalto),6,110,Sem chuva,não,não,sim,não,sim,não,sim,Acostamento,não,Entre 06 e 12,Entre 50 e 75,0
9,Inverno,7,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,sim,não,não,não,sim,Pista de rolamento,não,Entre 06 e 12,Entre 50 e 75,0
9,Inverno,6,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,110,Sem chuva,não,não,não,não,não,não,sim,Pista de rolamento,não,Entre 06 e 12,Entre 50 e 75,1
9,Inverno,14,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Acostamento,não,Entre 12 e 18,Entre 800 e 825,0
9,Inverno,13,RJ,Planalto,Defensa Metálica,2,Pavimento semi-flexível,4,110,Sem chuva,não,não,sim,sim,sim,não,não,Acostamento,não,Entre 12 e 18,Entre 0 e 25,0
9,Inverno,10,JF,Planalto,Canteiro divisório,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Acostamento,não,Entre 06 e 12,Entre 25 e 50,0
9,Inverno,10,RJ,Planalto,Defensa Metálica,2,Pavimento semi-flexível,4,90,Sem chuva,não,não,sim,sim,não,não,não,Acostamento,não,Entre 12 e 18,Entre 25 e 50,0
9,Inverno,8,JF,Planalto,Defensa Metálica,2,Pavimento rígido,4,110,Sem chuva,não,não,sim,sim,não,não,não,Acostamento,não,Entre 06 e 12,Entre 25 e 50,1
9,Inverno,13,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,não,não,Acostamento,não,Entre 12 e 18,Entre 0 e 25,0
9,Inverno,13,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,sim,não,Acostamento,não,Entre 12 e 18,Entre 0 e 25,1
9,Inverno,13,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,não,não,Acostamento,não,Entre 12 e 18,Entre 0 e 25,0
9,Inverno,11,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,sim,sim,não,não,não,Acostamento,não,Entre 12 e 18,Entre 0 e 25,0
9,Inverno,9,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Acostamento,não,Entre 12 e 18,Entre 25 e 50,0
9,Inverno,5,JF,Serra,Defensa Metálica,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,não,não,sim,não,Acostamento,não,Entre 06 e 12,Entre 75 e 100,0
9,Inverno,5,RJ,Serra,Sem divisão,2,Pavimento flexível (asfalto),4,70,Sem chuva,sim,não,não,não,não,não,sim,Acostamento,não,Entre 06 e 12,Entre 75 e 100,0
9,Inverno,3,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),3,70,Sem chuva,sim,sim,sim,sim,não,não,sim,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,0
9,Inverno,3,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,sim,sim,não,não,não,sim,Acostamento,não,Entre 06 e 12,Entre 75 e 100,0
9,Inverno,14,JF,Planalto,Canteiro divisório,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,não,não,não,sim,Acostamento,não,Entre 12 e 18,Entre 800 e 825,0
9,Inverno,14,JF,Planalto,Canteiro divisório,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,não,não,não,sim,Acostamento,não,Entre 12 e 18,Entre 800 e 825,0
9,Inverno,14,JF,Planalto,Canteiro divisório,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,não,não,não,sim,Acostamento,não,Entre 12 e 18,Entre 800 e 825,0
9,Inverno,14,JF,Planalto,Canteiro divisório,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,não,não,não,sim,Acostamento,não,Entre 12 e 18,Entre 800 e 825,0
9,Inverno,14,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,não,não,não,não,sim,Acostamento,não,Entre 12 e 18,Entre 800 e 825,0
9,Primavera,12,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Pista de rolamento,não,Entre 12 e 18,Entre 0 e 25,0
9,Primavera,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,sim,não,não,sim,Acostamento,não,Entre 12 e 18,Entre 75 e 100,0
9,Primavera,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Chuva fina,sim,não,não,sim,não,não,sim,Acostamento,não,Entre 12 e 18,Entre 75 e 100,0
9,Primavera,3,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,não,sim,não,sim,Acostamento,não,Entre 06 e 12,Entre 75 e 100,0
9,Primavera,3,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,não,não,não,sim,Acostamento,não,Entre 06 e 12,Entre 75 e 100,0
9,Primavera,3,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,não,não,não,sim,Acostamento,não,Entre 06 e 12,Entre 75 e 100,0
9,Primavera,3,RJ,Serra,Sem divisão,1,Pavimento semi-flexível,2,70,Sem chuva,sim,não,não,não,não,não,sim,Acostamento,não,Entre 06 e 12,Entre 75 e 100,0
9,Primavera,18,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento semi-flexível,4,110,Chuva fina,não,não,não,sim,não,sim,não,Pista de rolamento,não,Entre 12 e 18,Entre 750 e 775,0
9,Primavera,18,JF,Planalto,Canteiro divisório,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,sim,não,sim,não,não,não,Pista de rolamento,não,Entre 12 e 18,Entre 775 e 800,0
9,Primavera,14,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,sim,sim,não,não,não,não,sim,Acostamento,não,Entre 12 e 18,Entre 800 e 825,0
9,Primavera,14,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,sim,sim,não,não,não,não,sim,Acostamento,não,Entre 12 e 18,Entre 800 e 825,0
9,Primavera,14,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,sim,sim,não,não,não,não,sim,Acostamento,não,Entre 12 e 18,Entre 800 e 825,0
9,Primavera,14,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,não,não,não,sim,Acostamento,não,Entre 12 e 18,Entre 800 e 825,0
9,Primavera,14,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,não,não,não,sim,Acostamento,não,Entre 12 e 18,Entre 800 e 825,0
9,Primavera,10,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,sim,não,não,Acostamento,não,Entre 12 e 18,Entre 25 e 50,0
9,Primavera,6,JF,Planalto,Canteiro divisório,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,não,não,não,não,sim,Acostamento,não,Entre 06 e 12,Entre 50 e 75,0
9,Primavera,5,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,sim,não,não,sim,Acostamento,não,Entre 06 e 12,Entre 75 e 100,0
9,Primavera,5,RJ,Serra,Canteiro divisório,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,não,não,não,não,sim,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,0
9,Primavera,11,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,sim,sim,sim,não,não,não,Acostamento,não,Entre 06 e 12,Entre 0 e 25,0
9,Primavera,10,JF,Planalto,Canteiro divisório,2,Pavimento semi-flexível,4,110,Chuva fina,não,não,sim,não,não,sim,não,Acostamento,não,Entre 06 e 12,Entre 25 e 50,0
9,Primavera,6,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,não,sim,sim,não,Acostamento,não,Entre 12 e 18,Entre 50 e 75,0
9,Primavera,6,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,110,Sem chuva,não,não,não,não,não,não,sim,Acostamento,não,Entre 06 e 12,Entre 50 e 75,0
9,Primavera,3,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,sim,não,não,não,não,não,sim,Acostamento,não,Entre 06 e 12,Entre 100 e 125,0
9,Primavera,14,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,não,não,não,sim,Pista de rolamento,não,Entre 06 e 12,Entre 800 e 825,0
